date,Payrolls - New York-Newark-Jersey City (000s) Period Chg,Payrolls - Los Angeles-Long Beach-Anaheim (000s) Period Chg,Payrolls - Chicago-Naperville-Elgin (000s) Period Chg,Payrolls - Dallas-Fort Worth-Arlington (000s) Period Chg,Payrolls - Houston-Pasadena-The Woodlands (000s) Period Chg,Payrolls - Washington-Arlington-Alexandria (000s) Period Chg,Payrolls - Philadelphia-Camden-Wilmington (000s) Period Chg,Payrolls - Atlanta-Sandy Springs-Roswell (000s) Period Chg,Payrolls - Miami-Fort Lauderdale-West Palm Beach (000s) Period Chg,Payrolls - Boston-Cambridge-Newton (000s) Period Chg,Payrolls - Phoenix-Mesa-Chandler (000s) Period Chg,Payrolls - Seattle-Tacoma-Bellevue (000s) Period Chg,Payrolls - Detroit-Warren-Dearborn (000s) Period Chg,Payrolls - Minneapolis-St. Paul-Bloomington (000s) Period Chg,Payrolls - Riverside-San Bernardino-Ontario (000s) Period Chg,Payrolls - Denver-Aurora-Centennial (000s) Period Chg,Payrolls - San Diego-Chula Vista-Carlsbad (000s) Period Chg,Payrolls - Tampa-St. Petersburg-Clearwater (000s) Period Chg,Payrolls - Orlando-Kissimmee-Sanford (000s) Period Chg,Payrolls - Baltimore-Columbia-Towson (000s) Period Chg,Payrolls - Austin-Round Rock-San Marcos (000s) Period Chg,Payrolls - Charlotte-Concord-Gastonia (000s) Period Chg,Payrolls - Portland-Vancouver-Hillsboro (000s) Period Chg,Payrolls - Nashville-Davidson-Murfreesboro-Franklin (000s) Period Chg,Payrolls - Pittsburgh (000s) Period Chg,Payrolls - San Antonio-New Braunfels (000s) Period Chg,"Payrolls - Columbus, OH (000s) Period Chg",Payrolls - Las Vegas-Henderson-North Las Vegas (000s) Period Chg,Payrolls - Cincinnati (000s) Period Chg,Payrolls - Indianapolis-Carmel-Greenwood (000s) Period Chg,Payrolls - Kansas City (000s) Period Chg,Payrolls - Sacramento-Roseville-Folsom (000s) Period Chg,Payrolls - Cleveland (000s) Period Chg,Payrolls - Salt Lake City-Murray (000s) Period Chg,Payrolls - Raleigh-Cary (000s) Period Chg,Payrolls - San Francisco-Oakland-Fremont (000s) Period Chg,Payrolls - San Jose-Sunnyvale-Santa Clara (000s) Period Chg,Payrolls - Santa Rosa-Petaluma (000s) Period Chg,Payrolls - Vallejo (000s) Period Chg,Payrolls - Napa (000s) Period Chg
2001-07-01,-0.19,-0.46,-0.58,-0.36,0.02,-0.11,-0.18,0.01,-0.08,-0.37,0.04,-0.54,-0.68,-0.11,0.67,-0.51,-0.1,-0.05,0.14,0.0,-0.51,-0.25,-1.0,-0.1,-0.29,-0.38,-0.11,-0.03,-0.13,-0.17,-0.91,0.38,-0.35,-0.54,-0.68,-0.5,-1.45,0.48,-0.17,-0.33
2001-08-01,-0.14,-0.06,-0.26,-0.12,0.11,0.05,-0.06,-0.16,0.01,-0.32,-0.14,-0.22,-0.45,-0.14,0.12,-0.27,-0.09,0.25,0.13,-0.04,-0.07,-0.09,-0.18,-0.45,-0.08,0.29,-0.21,0.2,-0.06,0.13,0.32,0.22,-0.31,-0.09,-0.39,-0.45,-1.12,-0.05,1.27,-0.65
2001-09-01,-0.54,-0.17,-0.3,-0.38,-0.1,-0.29,-0.16,-0.13,0.01,-0.5,-0.04,-0.33,-0.3,-0.22,0.26,-0.51,0.25,-0.32,-0.27,-0.18,-0.32,-0.24,0.05,-0.12,-0.24,-0.68,-0.19,0.25,-0.1,-0.19,-0.04,-0.05,-0.76,0.0,-0.23,-0.6,-1.35,-0.53,0.67,0.49
2001-10-01,-0.79,-0.16,-0.5,-0.87,-0.21,0.03,-0.16,-0.5,-0.3,-0.39,-0.32,-0.71,-0.28,-0.28,-0.02,-0.65,0.14,-0.08,-1.19,-0.15,-0.48,-0.05,-0.78,-0.47,-0.25,-0.42,0.02,-2.42,0.07,-0.35,-0.14,0.23,-0.22,-0.36,0.11,-0.7,-1.36,0.0,-2.07,0.16
2001-11-01,0.02,-0.38,-0.32,-0.52,-0.01,-0.08,-0.02,-0.37,-0.17,-0.41,-0.46,-0.58,-0.35,-0.22,0.14,-0.51,0.05,-0.11,-0.68,0.04,-0.47,-0.19,-0.41,-0.15,-0.01,-0.12,-0.12,-0.11,-0.23,-0.22,-0.38,0.23,-0.25,-0.42,-0.43,-0.76,-1.0,-0.43,0.0,-0.49
2001-12-01,-0.18,-0.03,-0.1,-0.35,-0.39,0.19,-0.01,-0.3,-0.22,-0.27,-0.17,-0.39,0.04,-0.28,-0.04,-0.57,-0.06,-0.15,-0.34,0.02,-0.25,-0.26,-0.28,-0.26,-0.22,-0.01,0.01,0.01,-0.3,-0.03,-0.29,0.31,-0.38,-0.13,-0.14,-0.17,-0.81,0.11,-0.17,-0.16
2002-01-01,-0.09,-0.05,-0.13,0.17,0.24,0.13,0.22,-0.37,0.21,0.13,0.23,-0.12,-0.61,-0.22,0.31,-0.51,0.09,-0.34,0.01,-0.01,-0.06,0.04,0.24,-0.06,0.07,0.11,0.28,0.21,0.39,-0.16,0.62,-0.1,-0.37,0.91,-1.17,-0.31,-1.28,-0.11,1.19,-0.66
2002-02-01,0.14,-0.13,-0.19,-0.18,0.0,0.1,0.02,-0.21,-0.15,-0.36,-0.09,-0.35,-0.09,-0.11,0.57,-0.05,0.32,0.07,0.3,0.1,-0.07,0.24,-0.05,0.04,0.02,0.16,-0.05,0.24,0.03,-0.01,-0.23,0.1,-0.14,0.65,0.05,-0.24,-0.45,-0.11,0.67,0.66
2002-03-01,-0.06,0.19,-0.27,-0.01,-0.01,-0.03,-0.06,0.05,0.18,-0.09,0.26,-0.28,-0.02,-0.15,-0.06,-0.2,0.11,-0.19,0.18,0.03,-0.16,0.05,-0.08,0.04,-0.08,0.13,0.01,0.51,-0.14,-0.07,0.08,0.48,-0.22,-1.68,-0.19,0.03,-0.3,0.32,0.42,0.49
2002-04-01,-0.06,0.06,0.18,-0.18,0.01,-0.06,-0.28,0.3,0.01,-0.15,0.64,-0.14,0.01,-0.25,1.06,0.49,0.27,0.09,-0.15,-0.28,0.12,-0.11,-0.04,-0.03,-0.23,0.26,-0.32,0.62,-0.1,0.02,0.11,-0.2,-0.37,-0.33,0.33,-0.19,-0.51,-0.8,0.33,0.33
2002-05-01,0.01,0.04,-0.19,-0.01,0.15,0.08,0.04,-0.07,0.17,-0.13,-0.15,0.02,-0.08,0.06,0.49,0.05,0.18,0.01,0.3,0.06,0.06,-0.1,-0.03,0.14,0.17,0.25,0.03,0.25,0.12,0.11,-0.03,0.33,-0.13,-0.33,0.16,-0.04,-0.72,0.16,0.33,-0.33
2002-06-01,-0.17,0.05,-0.03,-0.22,-0.11,0.02,0.11,0.11,0.03,-0.22,0.31,-0.07,-0.04,-0.04,0.35,-0.21,0.22,-0.21,0.18,-0.06,-0.74,0.31,0.05,0.08,-0.09,-0.22,0.03,0.04,-0.14,0.13,-0.27,-0.07,-0.21,-0.18,-0.12,-0.2,-0.71,-0.27,-0.08,0.16
2002-07-01,-0.17,-0.25,0.08,-0.15,-0.06,-0.11,-0.24,-0.75,-0.02,-0.16,-0.16,0.39,0.46,0.35,-0.4,-0.32,-0.72,0.12,0.36,-0.1,0.22,0.19,-0.87,0.73,-0.1,-0.12,-0.17,0.31,0.29,-0.04,-1.47,0.15,-0.06,-0.09,0.33,-0.23,-0.49,-0.22,0.58,-0.49
2002-08-01,0.05,0.08,-0.05,-0.08,0.04,0.21,-0.02,0.09,-0.06,-0.18,0.1,0.02,-0.19,-0.26,0.81,0.09,0.11,0.09,0.32,-0.06,0.03,-0.01,0.11,-0.08,0.06,0.34,-0.11,0.23,0.03,-0.04,0.21,0.11,0.03,-0.26,0.07,-0.03,-0.73,-0.16,0.08,0.16
2002-09-01,0.01,0.16,-0.22,-0.03,-0.05,0.15,0.06,-0.03,0.3,-0.12,-0.06,-0.18,-0.24,0.24,0.23,-0.32,-0.02,0.0,0.17,-0.03,0.0,-0.11,0.3,0.07,-0.03,0.16,0.27,0.14,0.14,0.11,0.13,0.28,-0.01,-0.02,0.49,-0.09,-0.58,0.27,0.74,-0.66
2002-10-01,0.04,0.05,0.08,-0.38,-0.04,0.03,0.09,-0.21,0.23,-0.23,0.06,-0.06,-0.02,-0.13,-0.05,-0.07,0.42,0.04,0.35,-0.11,-0.13,-0.26,0.03,0.18,-0.12,-0.05,-0.25,0.34,0.02,0.04,-0.15,0.32,0.01,0.07,0.05,0.06,-0.41,-0.43,0.08,-0.17
2002-11-01,0.1,0.08,-0.02,-0.08,-0.07,0.11,-0.05,0.02,0.08,-0.09,0.88,0.11,-0.11,0.1,0.55,0.02,0.27,0.36,0.36,-0.02,0.13,-0.09,-0.22,-0.05,-0.2,0.04,-0.15,0.28,0.17,0.17,0.38,-0.01,-0.15,0.0,0.05,-0.09,-0.6,-0.22,0.65,-0.83
2002-12-01,-0.11,-0.11,-0.16,-0.17,-0.15,-0.05,-0.04,-0.05,-0.01,-0.26,-0.42,-0.44,-0.12,-0.3,0.34,-0.15,0.15,-0.08,0.43,-0.09,-0.16,-0.04,-0.28,0.11,-0.51,-0.16,-0.12,0.35,-0.14,0.0,-0.04,0.02,-0.31,-0.35,0.0,-0.29,-0.87,-0.38,-0.32,0.0
2003-01-01,0.02,-0.25,0.0,-0.15,0.03,0.99,-0.15,-0.55,-0.1,-0.26,0.08,0.37,0.59,0.38,0.04,0.39,-0.11,-0.35,-0.2,0.45,-0.19,-0.02,0.18,0.21,0.56,-0.42,0.44,0.74,0.79,0.34,0.19,0.34,0.41,-0.04,-0.6,-0.47,-0.3,-0.05,0.89,0.5
2003-02-01,-0.17,0.01,-0.19,-0.06,-0.03,-0.34,-0.23,0.15,0.09,-0.57,0.14,-0.08,-0.56,0.03,0.15,-0.36,-0.02,-0.15,-0.14,-0.59,-0.3,-0.13,-0.38,-0.18,-0.41,-0.11,-0.29,0.23,-0.31,-0.23,-0.08,0.14,-0.24,-0.26,0.19,-0.03,-0.42,-0.27,0.24,0.33
2003-03-01,-0.19,-0.04,-0.2,-0.32,-0.13,0.05,0.02,-0.06,-0.05,-0.04,0.02,-0.28,-0.1,-0.16,0.31,-0.67,-0.01,0.07,-0.04,-0.06,-0.51,0.08,-0.21,-0.08,-0.19,0.05,-0.15,0.12,0.04,-0.3,-0.25,0.04,-0.25,-0.22,-0.09,-0.34,-0.58,-0.27,0.08,0.17
2003-04-01,-0.01,-0.02,-0.09,-0.06,-0.05,0.66,0.04,-0.38,-0.13,-0.16,0.17,-0.08,-0.57,0.1,0.12,-0.07,0.17,-0.12,0.12,0.62,0.41,0.05,-0.23,0.33,0.15,-0.17,0.09,-0.11,0.27,0.28,-0.09,0.46,0.23,0.02,0.32,-0.24,0.64,0.27,0.0,0.0
2003-05-01,-0.07,0.01,-0.06,-0.16,-0.12,0.11,0.04,-0.02,-0.19,-0.14,0.19,0.1,0.0,-0.01,0.29,-0.09,0.01,-0.1,0.04,0.06,0.0,0.23,-0.1,0.07,-0.18,-0.07,-0.08,0.27,-0.15,0.04,0.06,0.18,0.15,0.11,0.16,-0.33,-0.54,-0.33,0.0,-0.5
2003-06-01,-0.11,-0.03,-0.06,-0.22,-0.07,0.15,-0.05,-0.07,-0.09,-0.21,0.05,-0.19,0.0,-0.16,0.45,-0.16,0.12,0.16,0.21,-0.46,0.0,-0.18,-0.17,-0.01,-0.03,-0.03,0.02,0.23,-0.19,-0.01,0.18,0.22,-0.39,-0.28,0.09,-0.14,-0.35,-0.05,0.56,0.17
2003-07-01,0.15,0.16,0.23,0.09,-0.33,0.36,0.15,0.13,-0.1,-0.08,0.09,-0.06,-0.68,0.09,0.33,-0.07,0.14,0.19,0.25,-0.14,0.18,-1.19,0.12,-0.26,-0.18,-0.05,0.06,0.77,-0.22,0.17,0.0,0.01,-0.07,0.22,-0.28,-0.34,-0.46,-0.22,-0.4,0.33
2003-08-01,-0.03,0.03,-0.19,-0.09,0.14,0.01,-0.15,0.2,-0.34,-0.1,0.28,0.09,0.19,0.13,0.24,0.09,0.22,0.02,0.44,1.01,-0.12,0.17,0.39,0.16,0.12,0.13,0.0,0.7,0.34,0.07,0.14,0.12,-0.11,0.09,0.07,-0.1,-0.31,-0.39,0.08,0.33
2003-09-01,0.18,-0.21,-0.19,0.24,0.14,0.24,0.01,0.17,0.42,0.08,0.11,0.06,-0.16,-0.03,0.48,-0.15,0.03,0.22,0.0,-0.19,-0.02,0.45,0.05,-0.01,0.14,-0.16,-0.09,0.5,-0.16,-0.06,0.09,0.15,-0.03,-0.07,-0.12,-0.06,0.13,0.61,-0.4,0.0
2003-10-01,0.16,0.23,-0.29,0.07,-0.1,-0.08,-0.05,-0.1,0.39,-0.2,0.47,0.17,-0.01,-0.03,0.83,0.22,0.2,0.31,0.67,0.08,0.09,0.25,0.1,0.14,0.22,0.66,-0.03,0.68,0.1,0.31,0.09,-0.19,-0.02,0.2,0.6,-0.23,-0.16,0.38,0.96,0.0
2003-11-01,0.02,0.01,-0.11,0.14,-0.07,0.11,0.14,0.26,-0.22,0.15,0.4,-0.07,-0.18,0.0,0.11,-0.14,-0.1,-0.12,0.08,0.02,0.11,0.21,0.05,0.34,0.0,0.16,0.06,0.32,-0.06,0.32,0.12,0.58,-0.07,0.07,0.14,0.02,-0.03,0.49,-0.71,0.66
2003-12-01,-0.08,0.05,0.09,-0.13,0.07,0.07,-0.04,0.12,0.15,-0.41,0.25,0.16,-0.07,0.03,0.41,0.02,0.2,0.01,0.25,0.11,0.21,0.09,0.13,0.26,-0.05,-0.08,0.05,0.59,0.02,-0.27,-0.14,-0.03,-0.07,0.07,0.21,-0.03,-0.19,0.38,0.16,0.0
2004-01-01,-0.14,0.24,-0.03,0.36,0.37,0.4,-0.07,-0.08,0.77,0.11,0.31,-0.08,0.1,0.05,0.83,0.24,0.23,1.21,0.92,0.1,0.32,-0.22,-0.51,0.45,-0.25,0.08,-0.38,0.99,0.21,-0.13,-0.1,-0.02,-0.05,-0.02,0.53,0.04,-0.29,-0.27,0.4,0.16
2004-02-01,0.16,0.12,-0.02,0.14,0.07,0.25,0.15,0.26,0.2,0.06,0.23,0.26,-0.51,0.03,0.32,-0.03,0.09,0.25,0.26,-0.06,0.36,0.03,0.64,0.45,-0.04,0.05,0.16,-0.01,0.03,-0.24,-0.3,0.21,-0.02,0.07,0.23,0.08,0.21,0.0,-0.24,-0.65
2004-03-01,0.2,0.08,0.14,0.2,0.03,0.41,0.15,0.2,0.18,0.22,0.37,0.24,0.08,0.01,0.41,0.24,0.21,0.22,0.17,0.21,0.28,0.11,0.45,0.09,0.15,0.17,0.36,0.44,0.3,0.41,0.48,0.07,0.14,0.22,0.43,0.1,0.05,0.05,-0.08,0.0
2004-04-01,-0.0,0.12,-0.05,0.15,0.11,0.13,-0.08,0.12,0.62,-0.07,0.4,0.26,0.35,0.55,0.89,0.71,0.22,0.84,0.98,0.0,0.15,0.08,0.6,0.17,-0.09,0.08,0.08,0.82,0.17,0.34,0.47,0.38,-0.01,0.37,-0.45,0.07,0.16,0.11,0.64,-0.33
2004-05-01,0.13,0.25,0.33,0.17,-0.03,0.24,0.18,0.07,0.16,0.07,0.35,-0.07,-0.16,0.18,0.4,-0.14,0.03,0.29,0.26,0.03,0.28,0.35,0.25,0.05,0.15,0.08,0.23,0.64,0.04,0.39,0.07,0.08,0.05,0.06,0.7,0.12,0.24,-0.05,0.08,0.66
2004-06-01,0.1,-0.13,0.08,-0.18,0.11,0.12,0.19,-0.08,0.33,0.07,0.46,0.21,-0.28,0.28,0.28,0.07,0.26,0.34,0.5,0.24,0.28,0.33,0.39,0.21,0.13,0.21,0.3,0.68,0.3,0.17,0.33,0.17,-0.01,0.26,0.18,0.03,0.03,0.33,-0.16,0.33
2004-07-01,0.27,0.34,0.07,0.51,0.16,0.24,0.02,0.56,0.27,-0.07,0.48,0.01,-0.63,-0.33,0.57,0.12,0.2,0.08,0.6,0.01,0.4,-0.1,0.44,0.39,-0.05,0.27,0.11,0.91,0.35,0.46,0.21,0.1,0.12,0.24,0.9,0.01,-0.09,0.22,0.24,-0.98
2004-08-01,0.02,-0.1,-0.01,0.26,0.17,0.25,0.19,0.32,-0.21,0.06,0.44,-0.01,0.88,0.02,0.37,-0.03,0.16,0.34,0.07,0.2,0.31,0.48,0.14,0.29,-0.3,0.27,0.12,0.45,0.01,-0.01,-0.06,0.01,-0.06,0.15,0.09,-0.07,-0.01,0.38,-0.16,1.49
2004-09-01,0.02,-0.19,0.07,0.05,-0.06,0.23,0.15,-0.28,-0.1,-0.02,0.32,0.26,0.32,0.15,0.48,0.16,-0.02,-0.13,-0.03,-0.05,-0.09,0.24,0.12,-0.11,0.04,-0.23,-0.09,0.55,-0.1,-0.03,-0.1,0.38,-0.05,0.07,0.31,-0.17,0.0,-0.22,0.32,0.81
2004-10-01,0.07,0.47,0.32,0.51,0.47,0.56,0.29,0.73,1.5,0.21,0.98,0.44,0.04,0.48,0.91,0.19,0.46,1.0,1.16,0.33,0.7,0.3,0.32,0.89,0.18,0.16,0.43,1.26,0.09,0.25,0.52,0.27,0.15,0.51,0.2,0.44,0.39,-0.7,0.24,-0.97
2004-11-01,-0.01,0.17,0.05,-0.02,0.12,0.14,-0.04,0.07,0.33,-0.14,0.4,0.22,0.01,-0.2,0.43,0.13,0.02,0.31,0.54,0.12,0.26,0.23,0.07,0.08,-0.02,0.03,0.02,0.14,0.04,0.07,-0.05,0.08,0.14,0.33,0.07,-0.02,0.13,0.33,0.71,0.16
2004-12-01,0.08,-0.14,0.08,0.2,0.33,0.05,0.07,0.2,0.14,0.09,0.49,0.1,-0.18,0.28,0.4,0.18,0.2,0.19,0.46,0.11,0.31,0.18,0.27,0.32,0.03,-0.03,-0.11,0.47,-0.07,0.22,0.06,0.18,-0.14,0.33,0.51,0.29,-0.1,0.05,-0.31,0.16
2005-01-01,-0.12,0.2,-0.09,0.0,0.54,0.01,-0.11,0.56,0.07,-0.03,0.17,0.26,-0.19,-0.28,0.04,0.1,0.1,0.39,0.6,0.09,0.39,0.15,0.11,-0.25,0.0,0.93,-0.53,0.27,-0.51,-0.13,-0.33,0.52,-0.53,0.36,0.13,0.03,0.15,0.05,-0.31,0.0
2005-02-01,0.08,-0.04,0.06,0.19,-0.07,0.23,0.13,0.08,0.29,0.19,0.47,0.05,0.22,0.18,0.7,0.3,0.12,0.31,0.25,0.27,0.25,0.01,0.37,0.13,-0.09,0.22,0.19,0.59,0.37,0.34,0.38,0.11,0.33,0.36,0.35,-0.02,-0.16,0.05,0.16,0.49
2005-03-01,-0.14,0.07,-0.04,0.19,0.34,-0.12,-0.21,-0.16,-0.1,-0.08,0.39,0.39,-0.42,0.11,0.44,0.13,0.12,-0.31,0.32,-0.37,0.24,0.04,0.23,0.2,-0.27,0.1,0.1,0.57,0.16,-0.03,0.37,0.19,-0.11,0.04,0.28,0.03,-0.03,0.11,0.63,0.16
2005-04-01,0.68,0.3,0.33,0.43,0.41,0.52,0.48,0.98,1.06,0.21,1.49,0.43,0.47,0.4,0.78,0.27,0.45,0.56,0.66,0.63,0.4,0.4,0.23,0.63,0.35,0.42,0.25,1.15,0.34,0.19,0.05,0.16,0.15,0.86,0.46,0.18,0.19,0.27,0.7,0.0
2005-05-01,-0.2,0.09,0.02,0.21,0.12,0.03,0.13,0.29,0.2,0.07,0.24,0.19,-0.09,0.28,-0.1,0.05,0.07,0.37,0.6,0.08,0.31,0.09,0.15,0.09,-0.09,0.25,0.02,0.34,0.06,-0.05,0.04,0.19,-0.12,0.09,0.39,-0.07,0.05,0.0,-0.23,0.48
2005-06-01,0.19,0.21,-0.2,0.03,0.0,0.1,-0.16,-0.14,-0.2,-0.06,0.5,0.16,-0.35,0.11,0.14,0.13,-0.05,-0.03,0.24,0.09,0.16,0.15,0.34,0.09,-0.07,0.23,-0.07,0.64,0.17,-0.03,-0.04,-0.04,0.04,0.12,0.13,0.04,0.14,0.22,0.62,-0.48
2005-07-01,0.04,0.27,0.58,0.87,0.67,0.36,0.49,0.48,1.18,0.35,0.65,0.35,-0.31,0.11,0.44,0.38,0.23,0.51,0.65,0.26,0.58,0.45,0.3,0.59,0.12,0.47,0.23,0.56,0.14,0.34,0.12,0.73,0.14,0.9,1.1,0.27,0.4,0.11,0.39,-1.13
2005-08-01,0.16,0.21,-0.06,0.09,0.27,0.16,-0.17,0.28,0.59,0.02,0.31,0.24,0.24,0.1,0.56,-0.15,0.05,0.07,0.41,-0.18,0.27,0.24,0.39,0.0,0.04,0.2,0.14,0.38,-0.22,-0.08,-0.01,0.16,0.05,0.25,0.47,0.07,0.22,0.48,0.31,1.31
2005-09-01,0.21,0.14,0.27,0.35,0.26,0.21,0.16,0.18,0.05,0.09,0.54,-0.36,0.58,0.33,0.64,0.61,0.13,0.22,0.49,0.88,0.3,0.38,0.1,0.19,-0.09,0.42,0.23,0.64,0.46,0.27,-0.02,0.27,0.11,0.35,0.36,0.15,0.12,-0.05,0.69,-0.48
2005-10-01,-0.44,0.11,0.04,0.23,0.31,-0.22,-0.06,0.28,-0.24,0.05,0.23,0.92,-0.52,0.18,0.24,-0.02,-0.11,-0.07,0.11,-0.44,0.07,0.36,0.25,0.28,-0.17,0.3,0.03,0.34,-0.37,-0.12,0.25,0.29,0.04,0.23,-0.47,0.1,0.15,0.32,0.08,0.0
2005-11-01,0.27,0.28,0.16,0.37,0.53,0.45,0.13,0.32,-0.33,0.19,0.57,0.34,0.22,0.05,0.37,0.17,0.26,0.11,0.35,0.13,0.51,0.23,0.45,0.24,0.15,0.36,0.05,0.76,0.18,0.21,0.26,0.36,0.1,0.35,0.66,0.19,0.2,-0.32,0.15,0.81
2005-12-01,0.15,0.22,0.05,0.04,0.38,0.1,-0.02,0.16,0.36,0.14,0.46,0.42,-0.34,0.18,0.57,0.28,0.15,0.1,0.36,0.19,0.32,0.27,0.56,0.17,-0.05,0.29,-0.06,0.59,0.09,0.0,0.15,0.3,-0.01,0.4,0.13,0.15,0.38,0.0,0.3,0.0
2006-01-01,0.09,0.23,0.17,0.42,0.32,0.3,0.22,0.37,0.19,0.16,0.58,0.23,-0.59,0.21,0.32,0.22,0.35,0.32,0.42,0.29,0.14,0.97,0.0,0.6,0.09,0.62,-0.16,0.28,-0.17,0.35,0.19,0.38,-0.03,0.26,0.61,0.31,0.27,0.37,0.0,-1.12
2006-02-01,0.08,0.22,0.29,0.22,0.28,0.17,0.15,0.07,0.28,0.08,0.7,0.21,-0.35,-0.11,0.46,0.15,0.19,-0.02,0.18,0.25,0.38,0.01,0.29,-0.17,0.24,0.01,0.52,0.59,0.22,0.19,0.34,0.3,0.21,0.52,0.21,0.21,0.44,0.27,-0.08,1.62
2006-03-01,0.19,0.01,0.07,0.3,0.54,0.2,0.03,0.1,0.26,0.18,0.43,0.24,-0.0,0.24,0.23,0.1,0.12,0.5,0.46,0.16,0.35,0.2,0.32,0.24,0.08,0.48,0.15,0.6,-0.2,0.24,0.01,-0.36,-0.01,0.48,0.42,0.1,-0.02,-0.16,-0.23,-0.16
2006-04-01,0.04,0.09,0.11,0.29,0.05,-0.04,0.21,0.29,0.15,0.16,0.5,0.23,-0.17,0.08,0.1,0.11,0.01,0.12,0.43,0.05,0.54,1.01,0.25,-0.05,-0.09,0.32,-0.04,0.32,-0.13,0.11,0.04,-0.45,-0.02,0.31,1.32,0.03,0.27,0.11,-1.07,-0.48
2006-05-01,0.11,0.05,-0.13,0.18,0.4,0.07,0.02,0.15,0.23,-0.13,0.35,0.26,-0.41,-0.17,0.22,0.24,0.16,0.28,0.35,0.04,0.36,0.08,0.34,-0.18,-0.02,0.26,-0.03,0.15,-0.03,-0.08,0.16,0.53,-0.14,0.34,0.23,0.37,0.24,0.69,0.85,1.45
2006-06-01,0.21,0.26,0.28,0.32,0.32,0.29,-0.11,0.34,0.13,0.32,0.33,0.42,-0.12,0.42,0.42,0.39,0.22,0.16,0.34,0.08,0.45,-0.06,0.36,0.54,0.05,0.29,0.01,0.45,0.23,0.03,0.03,0.34,0.02,0.49,0.49,0.19,0.13,0.63,0.0,0.48
2006-07-01,-0.14,-0.01,-0.03,0.12,0.39,-0.2,0.11,-0.07,0.37,0.05,0.12,-0.26,-0.96,-0.3,0.23,-0.13,-0.1,0.02,-0.23,-0.02,0.05,0.65,-0.1,0.29,0.01,0.12,0.0,0.01,-0.12,-0.2,-0.15,0.09,-0.24,0.3,0.45,-0.02,0.32,-1.1,0.0,0.0
2006-08-01,0.09,0.14,0.08,0.4,0.46,0.15,-0.06,0.21,0.32,0.1,0.15,0.39,0.28,-0.08,-0.14,0.17,0.13,0.37,0.62,-0.01,0.91,0.31,0.19,0.08,-0.06,0.3,0.12,0.25,0.04,0.14,0.35,0.16,-0.03,0.29,0.47,0.26,0.21,0.69,0.08,-0.16
2006-09-01,0.22,0.04,0.16,0.27,0.41,0.08,-0.05,0.26,-0.07,0.14,0.15,0.47,0.03,0.0,0.09,0.13,0.13,0.03,0.44,0.2,1.08,0.4,0.28,-0.06,0.26,0.38,0.05,-0.16,0.13,0.09,0.27,-0.02,-0.05,0.2,0.28,0.0,0.17,0.0,-0.84,0.79
2006-10-01,0.04,0.07,-0.14,0.04,0.23,-0.02,0.03,0.7,0.12,0.08,0.08,-0.05,-0.76,-0.01,-0.38,0.06,0.0,-0.23,-0.09,0.08,0.33,0.35,0.12,-0.42,0.07,0.13,0.06,-0.04,-0.34,0.23,-0.07,-0.13,-0.09,0.13,0.4,0.11,-0.32,-0.21,-0.31,0.0
2006-11-01,0.27,-0.01,0.08,0.35,0.36,0.1,-0.04,0.14,0.05,0.12,0.06,0.29,0.35,0.23,-0.08,0.2,0.2,-0.04,0.43,0.21,0.43,0.51,0.29,0.06,0.03,0.16,0.12,0.11,0.14,0.16,0.3,-0.09,-0.07,0.47,0.79,0.05,0.18,0.37,-0.31,0.0
2006-12-01,0.23,0.17,0.11,0.42,0.36,0.23,0.14,0.24,0.12,0.17,0.17,0.28,-0.12,0.08,-0.06,0.21,-0.08,0.08,0.4,0.36,0.73,0.35,0.22,0.33,0.22,0.18,0.37,0.04,0.09,0.2,0.37,0.1,0.06,0.4,0.42,-0.11,0.34,-0.11,-0.77,0.16
2007-01-01,0.18,0.11,0.27,-0.07,0.33,0.07,0.19,0.32,0.1,0.35,-0.24,0.28,-0.45,0.29,0.19,0.11,-0.04,0.02,0.24,-0.15,-0.51,0.23,0.15,0.19,0.14,0.13,0.33,0.07,0.47,0.09,0.17,0.24,0.15,0.68,0.46,0.23,0.39,0.21,0.55,-0.16
2007-02-01,0.06,0.08,-0.08,0.52,0.34,0.0,-0.1,0.19,0.08,-0.02,0.42,0.7,0.19,0.11,0.2,0.17,0.1,-0.07,0.42,-0.09,0.89,0.23,0.34,-0.04,-0.21,0.37,-0.27,0.71,-0.11,-0.54,0.16,0.18,-0.15,0.28,0.5,0.36,0.27,-0.05,0.47,-0.47
2007-03-01,0.05,0.08,0.25,0.5,0.52,0.13,0.11,0.11,0.07,0.12,0.19,0.23,-0.18,-0.02,0.06,0.41,0.2,0.12,0.17,0.27,0.41,0.32,0.33,0.32,0.33,0.17,0.23,-0.02,0.43,0.88,0.63,0.22,0.2,0.39,0.51,0.33,0.29,0.37,0.0,0.63
2007-04-01,0.02,-0.31,-0.0,0.0,0.26,-0.05,-0.08,-0.31,-0.15,0.06,-0.06,0.09,-0.11,-0.2,-0.39,0.18,-0.14,-0.12,-0.08,-0.06,0.16,0.11,-0.42,-0.38,-0.21,0.01,0.15,-0.01,-0.05,0.05,-0.45,-0.31,-0.12,0.13,-0.04,-0.64,-0.09,0.16,-0.23,0.47
